118 [06/sep/2001:09:42:46 -0300] "bet	/home/joshua:
121 [07/sep/2001:14:41:00 -0300] "bet	/home/joshua/Desktop/mit-scheme-11.2/src/compiler:
121 [07/sep/2001:14:41:17 -0300] "bet	back
121 [07/sep/2001:14:41:22 -0300] "bet	base
121 [07/sep/2001:14:41:22 -0300] "bet	choose-machine.sh
121 [07/sep/2001:14:41:24 -0300] "bet	Clean.sh
121 [07/sep/2001:14:41:26 -0300] "bet	compiler.cbf
121 [07/sep/2001:14:42:16 -0300] "bet	compiler.pkg
121 [07/sep/2001:14:42:18 -0300] "bet	compiler.sf
121 [07/sep/2001:14:46:23 -0300] "bet	compiler-unx.crf
121 [07/sep/2001:14:46:23 -0300] "bet	compiler-unx.fre
121 [07/sep/2001:14:46:30 -0300] "bet	compiler-unx.pkd
121 [07/sep/2001:14:46:30 -0300] "bet	config.guess
121 [07/sep/2001:14:46:31 -0300] "bet	configure
121 [07/sep/2001:14:46:33 -0300] "bet	documentation
121 [07/sep/2001:14:46:43 -0300] "bet	etc
121 [07/sep/2001:14:46:47 -0300] "bet	fggen
121 [07/sep/2001:14:46:50 -0300] "bet	fgopt
121 [07/sep/2001:14:46:51 -0300] "bet	improvements
121 [07/sep/2001:14:47:23 -0300] "bet	machine
121 [07/sep/2001:14:47:23 -0300] "bet	machines
121 [07/sep/2001:14:47:26 -0300] "bet	make.bin
121 [07/sep/2001:14:47:26 -0300] "bet	make.com
121 [07/sep/2001:14:47:27 -0300] "bet	Makefile
121 [07/sep/2001:14:47:29 -0300] "bet	Makefile-fragment
121 [07/sep/2001:14:57:08 -0300] "bet	Makefile.in
121 [07/sep/2001:14:57:21 -0300] "bet	README
121 [07/sep/2001:14:57:21 -0300] "bet	rtlbase
121 [08/aug/2001:22:06:52 -0300] "bet	rtlgen
121 [08/aug/2001:22:08:54 -0300] "bet	rtlopt
121 [08/aug/2001:22:08:54 -0300] "bet	Setup.sh
121 [08/aug/2001:22:08:55 -0300] "bet	Stage.sh
121 [08/aug/2001:22:33:27 -0300] "bet	Tags.sh
121 [08/aug/2001:22:33:33 -0300] "bet	tests
122 [08/sep/2001:15:59:06 -0300] "bet	
122 [08/sep/2001:15:30:56 -0300] "bet	/home/joshua/Desktop/mit-scheme-11.2/src/compiler/back:
122 [08/sep/2001:15:30:56 -0300] "bet	asmmac.bci
122 [08/sep/2001:15:32:56 -0300] "bet	asmmac.bin
122 [08/sep/2001:15:33:06 -0300] "bet	asmmac.com
122 [08/sep/2001:15:34:21 -0300] "bet	asmmac.scm
122 [08/sep/2001:15:35:14 -0300] "bet	asutl.bci
122 [08/sep/2001:15:35:21 -0300] "bet	asutl.bin
122 [08/sep/2001:15:37:03 -0300] "bet	asutl.com
122 [08/sep/2001:15:42:02 -0300] "bet	asutl.ext
122 [08/sep/2001:15:42:02 -0300] "bet	asutl.scm
122 [08/sep/2001:15:42:08 -0300] "bet	bittop.bci
122 [08/sep/2001:15:42:33 -0300] "bet	bittop.bin
122 [08/sep/2001:15:46:41 -0300] "bet	bittop.com
122 [08/sep/2001:15:46:42 -0300] "bet	bittop.ext
122 [08/sep/2001:15:48:50 -0300] "bet	bittop.scm
122 [08/sep/2001:15:49:02 -0300] "bet	bitutl.bci
122 [08/sep/2001:15:49:14 -0300] "bet	bitutl.bin
122 [08/sep/2001:15:56:07 -0300] "bet	bitutl.com
122 [08/sep/2001:15:57:16 -0300] "bet	bitutl.ext
122 [08/sep/2001:15:58:47 -0300] "bet	bitutl.scm
122 [08/sep/2001:15:59:06 -0300] "bet	checks.bci
122 [08/sep/2001:16:00:05 -0300] "bet	checks.bin
122 [08/sep/2001:16:00:05 -0300] "bet	checks.com
122 [08/sep/2001:16:00:07 -0300] "bet	checks.scm
122 [08/sep/2001:16:28:45 -0300] "bet	insseq.bci
122 [08/sep/2001:16:28:45 -0300] "bet	insseq.bin
122 [08/sep/2001:16:34:47 -0300] "bet	insseq.com
122 [08/sep/2001:16:35:27 -0300] "bet	insseq.scm
122 [08/sep/2001:16:36:03 -0300] "bet	lapgn1.bci
122 [08/sep/2001:16:36:07 -0300] "bet	lapgn1.bin
122 [08/sep/2001:16:36:07 -0300] "bet	lapgn1.com
122 [08/sep/2001:16:36:09 -0300] "bet	lapgn1.scm
122 [08/sep/2001:16:36:10 -0300] "bet	lapgn2.bci
122 [08/sep/2001:16:36:47 -0300] "bet	lapgn2.bin
122 [08/sep/2001:16:36:49 -0300] "bet	lapgn2.com
122 [08/sep/2001:16:37:19 -0300] "bet	lapgn2.scm
122 [08/sep/2001:16:37:45 -0300] "bet	lapgn3.bci
122 [08/sep/2001:16:37:46 -0300] "bet	lapgn3.bin
122 [08/sep/2001:16:37:49 -0300] "bet	lapgn3.com
122 [08/sep/2001:16:40:13 -0300] "bet	lapgn3.ext
122 [08/sep/2001:16:40:13 -0300] "bet	lapgn3.scm
122 [08/sep/2001:16:42:24 -0300] "bet	linear.bci
122 [08/sep/2001:16:43:24 -0300] "bet	linear.bin
122 [08/sep/2001:16:43:24 -0300] "bet	linear.com
122 [08/sep/2001:16:43:35 -0300] "bet	linear.ext
122 [08/sep/2001:16:43:39 -0300] "bet	linear.scm
122 [08/sep/2001:16:45:24 -0300] "bet	mermap.bci
122 [08/sep/2001:16:45:24 -0300] "bet	mermap.bin
122 [08/sep/2001:16:45:25 -0300] "bet	mermap.com
122 [08/sep/2001:16:45:29 -0300] "bet	mermap.scm
122 [08/sep/2001:16:45:33 -0300] "bet	regmap.bci
122 [08/sep/2001:15:59:22 -0300] "bet	regmap.bin
122 [08/sep/2001:15:59:32 -0300] "bet	regmap.com
125 [09/sep/2001:12:43:52 -0300] "bet	regmap.ext
125 [09/sep/2001:12:43:52 -0300] "bet	regmap.scm
125 [09/sep/2001:14:54:43 -0300] "bet	syerly.bci
125 [09/sep/2001:14:54:43 -0300] "bet	syerly.bin
125 [09/sep/2001:14:54:47 -0300] "bet	syerly.com
126 [10/sep/2001:12:27:19 -0300] "bet	syerly.scm
126 [10/sep/2001:12:27:19 -0300] "bet	symtab.bci
126 [10/sep/2001:12:27:34 -0300] "bet	symtab.bin
102 [05/sep/2001:13:19:05 -0300] "bet	symtab.com
102 [05/sep/2001:13:19:27 -0300] "bet	symtab.ext
102 [05/sep/2001:13:19:40 -0300] "bet	symtab.scm
103 [11/sep/2001:09:04:43 -0300] "bet	syntax.bci
103 [11/sep/2001:09:04:43 -0300] "bet	syntax.bin
103 [11/sep/2001:09:06:34 -0300] "bet	syntax.com
103 [11/sep/2001:09:07:18 -0300] "bet	syntax.ext
103 [11/sep/2001:09:17:29 -0300] "bet	syntax.scm
103 [11/sep/2001:09:29:58 -0300] "bet	
103 [11/sep/2001:09:29:58 -0300] "bet	/home/joshua/Desktop/mit-scheme-11.2/src/compiler/base:
103 [11/sep/2001:09:30:00 -0300] "bet	asstop.bci
103 [11/sep/2001:09:30:00 -0300] "bet	asstop.bin
103 [11/sep/2001:09:30:01 -0300] "bet	asstop.com
103 [11/sep/2001:09:30:02 -0300] "bet	asstop.scm
103 [11/sep/2001:09:30:04 -0300] "bet	blocks.bci
103 [11/sep/2001:09:30:12 -0300] "bet	blocks.bin
104 [11/sep/2001:09:30:20 -0300] "bet	blocks.com
104 [11/sep/2001:09:32:09 -0300] "bet	blocks.ext
104 [11/sep/2001:09:32:35 -0300] "bet	blocks.scm
104 [11/sep/2001:09:34:24 -0300] "bet	cfg1.bci
104 [11/sep/2001:09:34:31 -0300] "bet	cfg1.bin
104 [11/sep/2001:09:34:37 -0300] "bet	cfg1.com
104 [11/sep/2001:09:34:46 -0300] "bet	cfg1.ext
104 [11/sep/2001:09:34:53 -0300] "bet	cfg1.scm
104 [11/sep/2001:09:04:26 -0300] "bet	cfg2.bci
104 [11/sep/2001:09:11:42 -0300] "bet	cfg2.bin
104 [11/sep/2001:09:12:55 -0300] "bet	cfg2.com
104 [11/sep/2001:09:15:18 -0300] "bet	cfg2.ext
104 [11/sep/2001:09:29:45 -0300] "bet	cfg2.scm
104 [11/sep/2001:09:29:45 -0300] "bet	cfg3.bci
104 [11/sep/2001:09:29:46 -0300] "bet	cfg3.bin
104 [11/sep/2001:09:30:20 -0300] "bet	cfg3.com
104 [11/sep/2001:11:30:31 -0300] "bet	cfg3.ext
104 [11/sep/2001:11:32:32 -0300] "bet	cfg3.scm
104 [11/sep/2001:11:32:32 -0300] "bet	constr.bci
104 [11/sep/2001:11:32:46 -0300] "bet	constr.bin
104 [11/sep/2001:11:32:52 -0300] "bet	constr.com
104 [11/sep/2001:11:34:47 -0300] "bet	constr.ext
104 [11/sep/2001:11:55:45 -0300] "bet	constr.scm
105 [11/sep/2001:09:33:53 -0300] "bet	contin.bci
105 [11/sep/2001:08:45:16 -0300] "bet	contin.bin
105 [11/sep/2001:08:45:16 -0300] "bet	contin.com
105 [11/sep/2001:08:45:17 -0300] "bet	contin.ext
105 [11/sep/2001:08:45:17 -0300] "bet	contin.scm
105 [11/sep/2001:08:45:18 -0300] "bet	crsend.bci
105 [11/sep/2001:08:45:18 -0300] "bet	crsend.bin
105 [11/sep/2001:08:46:44 -0300] "bet	crsend.com
105 [11/sep/2001:08:46:44 -0300] "bet	crsend.ext
105 [11/sep/2001:08:46:45 -0300] "bet	crsend.scm
105 [11/sep/2001:08:46:45 -0300] "bet	crstop.bci
105 [11/sep/2001:08:46:46 -0300] "bet	crstop.bin
105 [11/sep/2001:09:11:41 -0300] "bet	crstop.com
105 [11/sep/2001:09:11:42 -0300] "bet	crstop.ext
105 [11/sep/2001:09:11:50 -0300] "bet	crstop.scm
105 [11/sep/2001:09:16:43 -0300] "bet	ctypes.bci
105 [11/sep/2001:09:20:18 -0300] "bet	ctypes.bin
105 [11/sep/2001:09:20:27 -0300] "bet	ctypes.com
105 [11/sep/2001:09:23:19 -0300] "bet	ctypes.ext
105 [11/sep/2001:09:23:19 -0300] "bet	ctypes.scm
105 [11/sep/2001:09:23:25 -0300] "bet	debug.bci
105 [11/sep/2001:09:23:50 -0300] "bet	debug.bin
105 [11/sep/2001:09:23:50 -0300] "bet	debug.com
105 [11/sep/2001:09:23:52 -0300] "bet	debug.scm
105 [11/sep/2001:09:27:12 -0300] "bet	enumer.bci
105 [11/sep/2001:09:27:15 -0300] "bet	enumer.bin
105 [11/sep/2001:09:27:15 -0300] "bet	enumer.com
105 [11/sep/2001:09:27:15 -0300] "bet	enumer.ext
105 [11/sep/2001:09:27:16 -0300] "bet	enumer.scm
105 [11/sep/2001:09:27:19 -0300] "bet	fasdump.bci
105 [11/sep/2001:09:28:00 -0300] "bet	fasdump.bin
105 [11/sep/2001:09:33:11 -0300] "bet	fasdump.com
105 [11/sep/2001:09:33:11 -0300] "bet	fasdump.scm
105 [11/sep/2001:09:33:12 -0300] "bet	infnew.bci
105 [11/sep/2001:09:33:12 -0300] "bet	infnew.bin
105 [11/sep/2001:09:33:12 -0300] "bet	infnew.com
105 [11/sep/2001:09:33:19 -0300] "bet	infnew.ext
105 [11/sep/2001:09:33:45 -0300] "bet	infnew.scm
106 [11/sep/2001:08:29:17 -0300] "bet	lvalue.bci
106 [11/sep/2001:09:03:11 -0300] "bet	lvalue.bin
106 [10/sep/2001:11:17:37 -0300] "bet	lvalue.com
106 [10/sep/2001:11:17:37 -0300] "bet	lvalue.ext
106 [10/sep/2001:11:17:48 -0300] "bet	lvalue.scm
106 [10/sep/2001:11:18:04 -0300] "bet	macros.bci
106 [11/sep/2001:08:27:18 -0300] "bet	macros.bin
106 [11/sep/2001:08:27:18 -0300] "bet	macros.com
106 [11/sep/2001:08:29:17 -0300] "bet	macros.scm
106 [11/sep/2001:08:41:58 -0300] "bet	make.bci
106 [11/sep/2001:08:41:58 -0300] "bet	make.bin
106 [11/sep/2001:08:42:31 -0300] "bet	make.com
106 [11/sep/2001:08:42:31 -0300] "bet	make.scm
106 [11/sep/2001:08:48:11 -0300] "bet	mvalue.bci
106 [11/sep/2001:08:50:41 -0300] "bet	mvalue.bin
106 [11/sep/2001:08:50:41 -0300] "bet	mvalue.com
106 [11/sep/2001:08:56:00 -0300] "bet	mvalue.scm
106 [11/sep/2001:09:00:30 -0300] "bet	object.bci
106 [11/sep/2001:09:00:30 -0300] "bet	object.bin
106 [11/sep/2001:09:01:18 -0300] "bet	object.com
106 [11/sep/2001:09:01:18 -0300] "bet	object.ext
106 [11/sep/2001:09:02:00 -0300] "bet	object.scm
106 [11/sep/2001:09:02:00 -0300] "bet	pmerly.bci
106 [11/sep/2001:09:03:11 -0300] "bet	pmerly.bin
106 [11/sep/2001:09:05:29 -0300] "bet	pmerly.com
106 [11/sep/2001:09:05:29 -0300] "bet	pmerly.ext
106 [11/sep/2001:09:08:29 -0300] "bet	pmerly.scm
106 [11/sep/2001:09:08:29 -0300] "bet	pmlook.bci
106 [11/sep/2001:09:12:34 -0300] "bet	pmlook.bin
106 [11/sep/2001:09:13:18 -0300] "bet	pmlook.com
106 [11/sep/2001:09:15:57 -0300] "bet	pmlook.ext
106 [11/sep/2001:09:16:06 -0300] "bet	pmlook.scm
106 [11/sep/2001:09:17:26 -0300] "bet	pmpars.bci
106 [11/sep/2001:09:20:11 -0300] "bet	pmpars.bin
106 [11/sep/2001:09:20:11 -0300] "bet	pmpars.com
106 [11/sep/2001:09:20:13 -0300] "bet	pmpars.scm
106 [11/sep/2001:09:20:19 -0300] "bet	proced.bci
106 [11/sep/2001:09:23:26 -0300] "bet	proced.bin
106 [11/sep/2001:09:23:26 -0300] "bet	proced.com
106 [11/sep/2001:09:30:44 -0300] "bet	proced.ext
106 [11/sep/2001:09:30:44 -0300] "bet	proced.scm
106 [11/sep/2001:11:52:59 -0300] "bet	refctx.bci
106 [11/sep/2001:11:52:59 -0300] "bet	refctx.bin
106 [11/sep/2001:11:53:03 -0300] "bet	refctx.com
106 [11/sep/2001:11:53:08 -0300] "bet	refctx.ext
106 [11/sep/2001:11:53:09 -0300] "bet	refctx.scm
106 [11/sep/2001:11:53:10 -0300] "bet	rvalue.bci
106 [11/sep/2001:08:29:28 -0300] "bet	rvalue.bin
106 [11/sep/2001:08:29:38 -0300] "bet	rvalue.com
107 [11/sep/2001:10:08:03 -0300] "bet	rvalue.ext
107 [11/sep/2001:10:08:32 -0300] "bet	rvalue.scm
107 [11/sep/2001:09:54:52 -0300] "bet	scode.bci
107 [11/sep/2001:09:57:19 -0300] "bet	scode.bin
107 [11/sep/2001:10:03:46 -0300] "bet	scode.com
107 [11/sep/2001:10:03:46 -0300] "bet	scode.scm
107 [11/sep/2001:10:04:35 -0300] "bet	sets.bci
107 [11/sep/2001:10:05:49 -0300] "bet	sets.bin
107 [11/sep/2001:10:07:23 -0300] "bet	sets.com
107 [11/sep/2001:10:07:41 -0300] "bet	sets.scm
107 [11/sep/2001:10:07:41 -0300] "bet	subprb.bci
107 [11/sep/2001:10:07:46 -0300] "bet	subprb.bin
107 [11/sep/2001:10:07:50 -0300] "bet	subprb.com
107 [11/sep/2001:10:08:03 -0300] "bet	subprb.ext
108 [07/sep/2001:14:01:01 -0300] "bet	subprb.scm
108 [07/sep/2001:14:01:25 -0300] "bet	switch.bci
108 [07/sep/2001:14:01:44 -0300] "bet	switch.bin
108 [07/sep/2001:13:40:14 -0300] "bet	switch.com
108 [07/sep/2001:13:40:14 -0300] "bet	switch.scm
108 [07/sep/2001:14:01:00 -0300] "bet	toplev.bci
108 [07/sep/2001:14:03:41 -0300] "bet	toplev.bin
108 [07/sep/2001:14:03:41 -0300] "bet	toplev.com
108 [07/sep/2001:14:03:43 -0300] "bet	toplev.scm
108 [07/sep/2001:14:03:51 -0300] "bet	utils.bci
108 [07/sep/2001:14:04:45 -0300] "bet	utils.bin
108 [07/sep/2001:14:04:45 -0300] "bet	utils.com
108 [07/sep/2001:14:04:50 -0300] "bet	utils.ext
108 [07/sep/2001:14:05:00 -0300] "bet	utils.scm
108 [07/sep/2001:14:06:23 -0300] "bet	
108 [07/sep/2001:14:06:23 -0300] "bet	/home/joshua/Desktop/mit-scheme-11.2/src/compiler/documentation:
108 [07/sep/2001:14:06:37 -0300] "bet	cmpaux.txt
108 [07/sep/2001:14:06:39 -0300] "bet	cmpint.txt
108 [11/sep/2001:11:48:24 -0300] "bet	facts.txt
108 [11/sep/2001:11:48:29 -0300] "bet	files.txt
108 [11/sep/2001:11:48:29 -0300] "bet	notes.txt
108 [11/sep/2001:11:48:29 -0300] "bet	porting.guide
108 [11/sep/2001:11:48:29 -0300] "bet	safety.txt
109 [11/sep/2001:08:56:38 -0300] "bet	TASKS
109 [11/sep/2001:08:56:38 -0300] "bet	test-c.c
110 [11/sep/2001:09:11:32 -0300] "bet	todo.txt
110 [11/sep/2001:09:11:44 -0300] "bet	
110 [11/sep/2001:09:12:10 -0300] "bet	/home/joshua/Desktop/mit-scheme-11.2/src/compiler/etc:
110 [11/sep/2001:09:12:23 -0300] "bet	asm.scm
110 [11/sep/2001:08:46:07 -0300] "bet	comcmp.scm
110 [11/sep/2001:08:46:10 -0300] "bet	comfiles.scm
110 [11/sep/2001:08:46:10 -0300] "bet	disload.scm
110 [11/sep/2001:08:46:10 -0300] "bet	stackp.scm
110 [11/sep/2001:08:46:10 -0300] "bet	xcbfdir.scm
110 [11/sep/2001:08:46:12 -0300] "bet	
110 [11/sep/2001:08:46:32 -0300] "bet	/home/joshua/Desktop/mit-scheme-11.2/src/compiler/fggen:
110 [11/sep/2001:08:46:32 -0300] "bet	canon.bci
110 [11/sep/2001:08:46:38 -0300] "bet	canon.bin
110 [11/sep/2001:08:46:41 -0300] "bet	canon.com
110 [11/sep/2001:08:46:42 -0300] "bet	canon.ext
110 [11/sep/2001:08:47:43 -0300] "bet	canon.scm
110 [11/sep/2001:08:50:49 -0300] "bet	declar.bci
110 [11/sep/2001:08:50:49 -0300] "bet	declar.bin
110 [11/sep/2001:08:50:55 -0300] "bet	declar.com
110 [11/sep/2001:08:50:57 -0300] "bet	declar.scm
110 [11/sep/2001:08:52:14 -0300] "bet	fggen.bci
110 [11/sep/2001:09:11:31 -0300] "bet	fggen.bin
110 [11/sep/2001:09:13:06 -0300] "bet	fggen.com
110 [11/sep/2001:09:13:06 -0300] "bet	fggen.ext
110 [11/sep/2001:09:13:08 -0300] "bet	fggen.scm
110 [11/sep/2001:09:13:14 -0300] "bet	
110 [11/sep/2001:09:13:35 -0300] "bet	/home/joshua/Desktop/mit-scheme-11.2/src/compiler/fgopt:
110 [11/sep/2001:09:13:39 -0300] "bet	blktyp.bci
110 [11/sep/2001:09:14:30 -0300] "bet	blktyp.bin
110 [11/sep/2001:09:22:34 -0300] "bet	blktyp.com
110 [11/sep/2001:11:27:55 -0300] "bet	blktyp.ext
110 [11/sep/2001:11:27:55 -0300] "bet	blktyp.scm
110 [11/sep/2001:11:28:21 -0300] "bet	closan.bci
110 [11/sep/2001:11:28:25 -0300] "bet	closan.bin
110 [11/sep/2001:11:29:07 -0300] "bet	closan.com
110 [11/sep/2001:11:29:11 -0300] "bet	closan.ext
110 [11/sep/2001:11:29:11 -0300] "bet	closan.scm
110 [11/sep/2001:11:29:14 -0300] "bet	conect.bci
110 [11/sep/2001:11:29:26 -0300] "bet	conect.bin
110 [11/sep/2001:11:29:36 -0300] "bet	conect.com
110 [11/sep/2001:11:29:38 -0300] "bet	conect.scm
110 [11/sep/2001:11:30:58 -0300] "bet	contan.bci
110 [11/sep/2001:11:31:00 -0300] "bet	contan.bin
110 [11/sep/2001:11:31:05 -0300] "bet	contan.com
110 [11/sep/2001:11:31:06 -0300] "bet	contan.scm
110 [11/sep/2001:11:31:11 -0300] "bet	delint.bci
110 [11/sep/2001:11:31:11 -0300] "bet	delint.bin
110 [11/sep/2001:11:31:15 -0300] "bet	delint.com
110 [11/sep/2001:11:31:52 -0300] "bet	delint.scm
110 [11/sep/2001:11:31:53 -0300] "bet	desenv.bci
110 [11/sep/2001:11:32:27 -0300] "bet	desenv.bin
110 [11/sep/2001:11:47:39 -0300] "bet	desenv.com
110 [11/sep/2001:11:47:39 -0300] "bet	desenv.scm
110 [11/sep/2001:11:47:47 -0300] "bet	envopt.bci
110 [11/sep/2001:11:47:49 -0300] "bet	envopt.bin
110 [11/sep/2001:11:48:16 -0300] "bet	envopt.com
110 [11/sep/2001:11:48:16 -0300] "bet	envopt.scm
110 [11/sep/2001:11:48:24 -0300] "bet	folcon.bci
110 [11/sep/2001:11:48:24 -0300] "bet	folcon.bin
110 [11/sep/2001:11:48:27 -0300] "bet	folcon.com
111 [11/sep/2001:11:18:47 -0300] "bet	folcon.scm
111 [11/sep/2001:11:18:47 -0300] "bet	offset.bci
111 [11/sep/2001:11:30:37 -0300] "bet	offset.bin
111 [11/sep/2001:11:30:37 -0300] "bet	offset.com
111 [11/sep/2001:11:30:40 -0300] "bet	offset.scm
111 [11/sep/2001:11:30:40 -0300] "bet	operan.bci
111 [11/sep/2001:11:30:42 -0300] "bet	operan.bin
111 [11/sep/2001:11:30:44 -0300] "bet	operan.com
111 [11/sep/2001:11:45:44 -0300] "bet	operan.scm
111 [11/sep/2001:11:45:44 -0300] "bet	order.bci
111 [11/sep/2001:11:46:23 -0300] "bet	order.bin
111 [11/sep/2001:11:46:23 -0300] "bet	order.com
111 [11/sep/2001:11:46:25 -0300] "bet	order.scm
111 [11/sep/2001:11:47:25 -0300] "bet	outer.bci
111 [11/sep/2001:11:47:25 -0300] "bet	outer.bin
111 [11/sep/2001:11:48:54 -0300] "bet	outer.com
111 [11/sep/2001:11:48:54 -0300] "bet	outer.scm
111 [11/sep/2001:11:52:49 -0300] "bet	param.bci
111 [11/sep/2001:11:52:49 -0300] "bet	param.bin
112 [11/sep/2001:08:51:33 -0300] "bet	param.com
112 [11/sep/2001:08:41:55 -0300] "bet	param.ext
112 [11/sep/2001:08:41:57 -0300] "bet	param.scm
112 [11/sep/2001:08:42:27 -0300] "bet	reord.bci
112 [11/sep/2001:08:42:27 -0300] "bet	reord.bin
112 [11/sep/2001:08:42:33 -0300] "bet	reord.com
112 [11/sep/2001:08:42:36 -0300] "bet	reord.ext
112 [11/sep/2001:08:43:03 -0300] "bet	reord.scm
112 [11/sep/2001:08:44:13 -0300] "bet	reteqv.bci
112 [11/sep/2001:08:44:13 -0300] "bet	reteqv.bin
112 [11/sep/2001:08:47:24 -0300] "bet	reteqv.com
112 [11/sep/2001:08:47:24 -0300] "bet	reteqv.scm
112 [11/sep/2001:08:47:40 -0300] "bet	reuse.bci
112 [11/sep/2001:08:51:32 -0300] "bet	reuse.bin
112 [11/sep/2001:11:30:24 -0300] "bet	reuse.com
112 [11/sep/2001:11:55:57 -0300] "bet	reuse.scm
113 [11/sep/2001:11:46:21 -0300] "bet	sideff.bci
113 [11/sep/2001:11:46:21 -0300] "bet	sideff.bin
113 [11/sep/2001:11:48:10 -0300] "bet	sideff.com
113 [11/sep/2001:11:48:10 -0300] "bet	sideff.scm
113 [11/sep/2001:11:48:13 -0300] "bet	simapp.bci
113 [11/sep/2001:11:48:16 -0300] "bet	simapp.bin
114 [11/sep/2001:10:58:50 -0300] "bet	simapp.com
114 [11/sep/2001:10:58:50 -0300] "bet	simapp.ext
114 [11/sep/2001:11:05:38 -0300] "bet	simapp.scm
114 [11/sep/2001:11:05:45 -0300] "bet	simple.bci
114 [11/sep/2001:11:25:05 -0300] "bet	simple.bin
114 [11/sep/2001:11:25:05 -0300] "bet	simple.com
114 [11/sep/2001:11:25:11 -0300] "bet	simple.scm
114 [11/sep/2001:11:25:11 -0300] "bet	subfre.bci
114 [11/sep/2001:11:25:13 -0300] "bet	subfre.bin
114 [11/sep/2001:11:25:14 -0300] "bet	subfre.com
114 [11/sep/2001:11:26:08 -0300] "bet	subfre.scm
114 [11/sep/2001:11:26:08 -0300] "bet	varind.bci
114 [11/sep/2001:11:26:50 -0300] "bet	varind.bin
114 [11/sep/2001:11:29:42 -0300] "bet	varind.com
114 [11/sep/2001:11:44:58 -0300] "bet	varind.scm
114 [11/sep/2001:11:44:58 -0300] "bet	
114 [11/sep/2001:11:44:59 -0300] "bet	/home/joshua/Desktop/mit-scheme-11.2/src/compiler/improvements:
114 [11/sep/2001:11:45:01 -0300] "bet	comcon.scm
114 [11/sep/2001:11:45:08 -0300] "bet	gasn.scm
114 [11/sep/2001:11:45:09 -0300] "bet	rewsub.scm
115 [11/sep/2001:08:27:43 -0300] "bet	
115 [11/sep/2001:08:41:51 -0300] "bet	/home/joshua/Desktop/mit-scheme-11.2/src/compiler/machines:
115 [11/sep/2001:08:51:17 -0300] "bet	aarch64
115 [11/sep/2001:08:51:18 -0300] "bet	C
116 [11/sep/2001:11:27:43 -0300] "bet	i386
116 [11/sep/2001:11:28:48 -0300] "bet	svm
116 [11/sep/2001:11:29:22 -0300] "bet	x86-64
116 [11/sep/2001:11:29:52 -0300] "bet	
116 [11/sep/2001:11:30:20 -0300] "bet	/home/joshua/Desktop/mit-scheme-11.2/src/compiler/machines/aarch64:
116 [11/sep/2001:11:17:23 -0300] "bet	assmd.scm
116 [11/sep/2001:11:23:52 -0300] "bet	big-endian.scm
116 [11/sep/2001:11:23:56 -0300] "bet	coerce.scm
116 [11/sep/2001:11:24:48 -0300] "bet	compiler.cbf
116 [11/sep/2001:11:24:48 -0300] "bet	compiler.pkg
116 [11/sep/2001:11:24:51 -0300] "bet	compiler.sf
116 [11/sep/2001:11:24:54 -0300] "bet	decls.scm
116 [11/sep/2001:11:25:02 -0300] "bet	endian.scm
116 [11/sep/2001:11:26:12 -0300] "bet	insmac.scm
116 [11/sep/2001:11:26:46 -0300] "bet	instr1.scm
116 [11/sep/2001:11:27:43 -0300] "bet	instr2.scm
117 [10/sep/2001:16:50:28 -0300] "bet	instrf.scm
118 [11/sep/2001:09:10:48 -0300] "bet	insutl.scm
118 [11/sep/2001:09:10:56 -0300] "bet	lapgen.scm
118 [11/sep/2001:09:11:41 -0300] "bet	lapopt.scm
118 [11/sep/2001:09:11:50 -0300] "bet	little-endian.scm
118 [11/sep/2001:08:40:41 -0300] "bet	machine.scm
118 [11/sep/2001:08:40:56 -0300] "bet	make.scm
118 [11/sep/2001:08:40:57 -0300] "bet	rgspcm.scm
118 [11/sep/2001:08:41:11 -0300] "bet	rules1.scm
118 [11/sep/2001:08:41:11 -0300] "bet	rules2.scm
118 [11/sep/2001:08:46:57 -0300] "bet	rules3.scm
118 [11/sep/2001:08:47:25 -0300] "bet	rules4.scm
118 [11/sep/2001:08:47:37 -0300] "bet	rulfix.scm
118 [11/sep/2001:08:47:50 -0300] "bet	rulflo.scm
118 [11/sep/2001:08:48:09 -0300] "bet	rulrew.scm
118 [11/sep/2001:08:48:09 -0300] "bet	TODO
118 [11/sep/2001:08:57:34 -0300] "bet	
118 [11/sep/2001:08:59:33 -0300] "bet	/home/joshua/Desktop/mit-scheme-11.2/src/compiler/machines/C:
118 [11/sep/2001:09:00:58 -0300] "bet	compiler.cbf
118 [11/sep/2001:09:00:59 -0300] "bet	compiler.pkg
118 [11/sep/2001:09:01:01 -0300] "bet	compiler.sf
118 [11/sep/2001:09:01:05 -0300] "bet	cout.scm
118 [11/sep/2001:09:02:08 -0300] "bet	ctop.scm
118 [11/sep/2001:09:02:16 -0300] "bet	cutl.scm
118 [11/sep/2001:09:02:19 -0300] "bet	decls.scm
118 [11/sep/2001:09:04:39 -0300] "bet	lapgen.scm
118 [11/sep/2001:09:06:01 -0300] "bet	machin.scm
118 [11/sep/2001:09:06:08 -0300] "bet	make.scm
118 [11/sep/2001:09:09:19 -0300] "bet	rgspcm.scm
118 [11/sep/2001:09:09:19 -0300] "bet	rules1.scm
118 [11/sep/2001:09:10:03 -0300] "bet	rules2.scm
118 [11/sep/2001:09:10:29 -0300] "bet	rules3.scm
118 [11/sep/2001:09:10:30 -0300] "bet	rules4.scm
